"1"|"patient.2024.amr.0.96825"|"phone"|"9999999999"
"2"|"patient.2024.amr.0.95767"|"phone"|"9999999999"
"3"|"patient.2024.amr.0.96432"|"phone"|"9999999999"
"4"|"patient.2024.amr.0.97222"|"phone"|"9999999999"
"5"|"patient.2024.amr.0.99729"|"phone"|"9999999999"
"6"|"patient.2024.amr.0.101314"|"phone"|"9999999999"
"7"|"patient.2024.amr.0.95773"|"phone"|"9999999999"
"8"|"patient.2024.amr.0.95394"|"phone"|"9999999999"
"9"|"patient.2024.amr.0.95769"|"phone"|"9999999999"
"10"|"patient.2024.amr.0.98411"|"phone"|"9999999999"
"11"|"patient.2024.amr.0.95109"|"phone"|"9999999999"
"12"|"patient.2024.amr.0.95774"|"phone"|"9999999999"
"13"|"patient.2024.amr.0.95527"|"phone"|"9999999999"
"14"|"patient.2024.amr.0.95107"|"phone"|"9999999999"
"15"|"patient.2024.amr.0.99199"|"phone"|"9999999999"
"16"|"patient.2024.amr.0.111215"|"phone"|"9999999999"
"17"|"patient.2024.amr.0.96559"|"phone"|"9999999999"
"18"|"patient.2024.amr.0.98282"|"phone"|"9999999999"
"19"|"patient.2024.amr.0.95371"|"phone"|"9999999999"
"20"|"patient.2024.amr.0.98673"|"phone"|"9999999999"
"21"|"patient.2024.amr.0.103426"|"phone"|"9999999999"
"22"|"patient.2024.amr.0.95635"|"phone"|"9999999999"
"23"|"patient.2024.amr.0.96563"|"phone"|"9999999999"
"24"|"patient.2024.amr.0.104745"|"phone"|"9999999999"
"25"|"patient.2024.amr.0.98150"|"phone"|"9999999999"
"26"|"patient.2024.amr.0.95114"|"phone"|"9999999999"
"27"|"patient.2024.amr.0.95373"|"phone"|"9999999999"
"28"|"patient.2024.amr.0.96054"|"phone"|"9999999999"
"29"|"patient.2024.amr.0.97620"|"phone"|"9999999999"
"30"|"patient.2024.amr.0.95639"|"phone"|"9999999999"
"31"|"patient.2024.amr.0.99864"|"phone"|"9999999999"
"32"|"patient.2024.amr.0.98147"|"phone"|"9999999999"
"33"|"patient.2024.amr.0.95508"|"phone"|"9999999999"
"34"|"patient.2024.amr.0.95377"|"phone"|"9999999999"
"35"|"patient.2024.amr.0.95261"|"phone"|"9999999999"
"36"|"patient.2024.amr.0.96955"|"phone"|"9999999999"
"37"|"patient.2024.amr.0.95111"|"phone"|"9999999999"
"38"|"patient.2024.amr.0.95521"|"phone"|"9999999999"
"39"|"patient.2024.amr.0.95899"|"phone"|"9999999999"
"40"|"patient.2024.amr.0.96691"|"phone"|"9999999999"
"41"|"patient.2024.amr.0.95389"|"phone"|"9999999999"
"42"|"patient.2024.amr.0.96446"|"phone"|"9999999999"
"43"|"patient.2024.amr.0.99088"|"phone"|"9999999999"
"44"|"patient.2024.amr.0.95901"|"phone"|"9999999999"
"45"|"patient.2024.amr.0.96582"|"phone"|"9999999999"
"46"|"patient.2024.amr.0.95505"|"phone"|"9999999999"
"47"|"patient.2024.amr.0.99204"|"phone"|"9999999999"
"48"|"patient.2024.amr.0.95922"|"phone"|"9999999999"
"49"|"patient.2024.amr.0.97504"|"phone"|"9999999999"
