"1"|"patient.2024.aab.0.95883"|"phone"|"9999999999"
"2"|"patient.2024.aab.0.95059"|"phone"|"9999999999"
"3"|"patient.2024.aab.0.95945"|"phone"|"9999999999"
"4"|"patient.2024.aab.0.96138"|"phone"|"9999999999"
"5"|"patient.2024.aab.0.96193"|"phone"|"9999999999"
"6"|"patient.2024.aab.0.95779"|"phone"|"9999999999"
"7"|"patient.2024.aab.0.95764"|"phone"|"9999999999"
"8"|"patient.2024.aab.0.95778"|"phone"|"9999999999"
"9"|"patient.2024.aab.0.95954"|"phone"|"9999999999"
"10"|"patient.2024.aab.0.95774"|"phone"|"9999999999"
"11"|"patient.2024.aab.0.96732"|"phone"|"9999999999"
"12"|"patient.2024.aab.0.95765"|"phone"|"9999999999"
"13"|"patient.2024.aab.0.96252"|"phone"|"9999999999"
"14"|"patient.2024.aab.0.95834"|"phone"|"9999999999"
"15"|"patient.2024.aab.0.95881"|"phone"|"9999999999"
"16"|"patient.2024.aab.0.96198"|"phone"|"9999999999"
"17"|"patient.2024.aab.0.95769"|"phone"|"9999999999"
"18"|"patient.2024.aab.0.96011"|"phone"|"9999999999"
"19"|"patient.2024.aab.0.95825"|"phone"|"9999999999"
"20"|"patient.2024.aab.0.95941"|"phone"|"9999999999"
"21"|"patient.2024.aab.0.95763"|"phone"|"9999999999"
"22"|"patient.2024.aab.0.96012"|"phone"|"9999999999"
"23"|"patient.2024.aab.0.95892"|"phone"|"9999999999"
"24"|"patient.2024.aab.0.95768"|"phone"|"9999999999"
"25"|"patient.2024.aab.0.96257"|"phone"|"9999999999"
"26"|"patient.2024.aab.0.95766"|"phone"|"9999999999"
"27"|"patient.2024.aab.0.95772"|"phone"|"9999999999"
"28"|"patient.2024.aab.0.95891"|"phone"|"9999999999"
"29"|"patient.2024.aab.0.95762"|"phone"|"9999999999"
"30"|"patient.2024.aab.0.95771"|"phone"|"9999999999"
"31"|"patient.2024.aab.0.96132"|"phone"|"9999999999"
"32"|"patient.2024.aab.0.96014"|"phone"|"9999999999"
"33"|"patient.2024.aab.0.96317"|"phone"|"9999999999"
"34"|"patient.2024.aab.0.95767"|"phone"|"9999999999"
"35"|"patient.2024.aab.0.96002"|"phone"|"9999999999"
"36"|"patient.2024.aab.0.95952"|"phone"|"9999999999"
"37"|"patient.2024.aab.0.96061"|"phone"|"9999999999"
"38"|"patient.2024.aab.0.96612"|"phone"|"9999999999"
"39"|"patient.2024.aab.0.95897"|"phone"|"9999999999"
